"scenario","year","biomass","species"
"RCP 4.5",2100,16.60547,"Benthic microinvertebrates"
"RCP 8.5",2100,0.2115389,"Benthic microinvertebrates"
"Status quo",2100,0.7572919,"Siderastrea stellata"
"RCP 2.6",2100,0.5636619,"Siderastrea stellata"
"RCP 4.5",2100,0.2579217,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.3023581,"Zooplankton"
"RCP 2.6",2100,0.2139883,"Zooplankton"
"RCP 4.5",2100,0.3091859,"Zooplankton"
"RCP 8.5",2100,0.5038831,"Zooplankton"
"Status quo",2100,0.1163129,"Phytoplankton"
"RCP 2.6",2100,0.1184685,"Phytoplankton"
"RCP 4.5",2100,0.1058106,"Phytoplankton"
"RCP 8.5",2100,0.05034214,"Phytoplankton"
"Status quo",2100,214.2803,"Digenea simplex"
"RCP 2.6",2100,221.8494,"Digenea simplex"
"RCP 4.5",2100,191.7261,"Digenea simplex"
"RCP 8.5",2100,96.43066,"Digenea simplex"
"Status quo",2100,811.2222,"Other algal turf"
"RCP 2.6",2100,768.6041,"Other algal turf"
"RCP 4.5",2100,747.666,"Other algal turf"
"RCP 8.5",2100,523.3292,"Other algal turf"
"Status quo",2100,0.03536236,"Sea birds"
"RCP 2.6",2100,0.03358788,"Sea birds"
"RCP 4.5",2100,0.03892409,"Sea birds"
"RCP 8.5",2100,1.81902e-07,"Sea birds"
"Status quo",2100,0.08516464,"Turtles"
"RCP 2.6",2100,0.06959143,"Turtles"
"RCP 4.5",2100,0.03609664,"Turtles"
"RCP 8.5",2100,9.457937e-05,"Turtles"
"Status quo",2100,0.2104452,"Cephalopoda"
"RCP 2.6",2100,0.2439476,"Cephalopoda"
"RCP 4.5",2100,0.07207838,"Cephalopoda"
"RCP 8.5",2100,1.914943e-16,"Cephalopoda"
"Status quo",2100,5.01759,"Panulirus spp."
"RCP 2.6",2100,0.7815118,"Panulirus spp."
"RCP 4.5",2100,0.4323657,"Panulirus spp."
"RCP 8.5",2100,2.378947e-14,"Panulirus spp."
"Status quo",2100,17.93463,"Benthic macroinvertebrates"
"RCP 2.6",2100,17.52984,"Benthic macroinvertebrates"
"RCP 4.5",2100,11.5976,"Benthic macroinvertebrates"
"RCP 8.5",2100,6.413657,"Benthic macroinvertebrates"
"Status quo",2100,26.96691,"Benthic microinvertebrates"
"RCP 2.6",2100,30.08495,"Benthic microinvertebrates"
"RCP 4.5",2100,15.70939,"Benthic microinvertebrates"
"RCP 8.5",2100,1.189209,"Benthic microinvertebrates"
"Status quo",2100,0.7451999,"Siderastrea stellata"
"RCP 2.6",2100,0.6097835,"Siderastrea stellata"
"RCP 4.5",2100,0.3147578,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.197944,"Zooplankton"
"RCP 2.6",2100,0.2982046,"Zooplankton"
"RCP 4.5",2100,0.3649249,"Zooplankton"
"RCP 8.5",2100,0.5546651,"Zooplankton"
"Status quo",2100,0.1188172,"Phytoplankton"
"RCP 2.6",2100,0.1141516,"Phytoplankton"
"RCP 4.5",2100,0.09232942,"Phytoplankton"
"RCP 8.5",2100,0.0442231,"Phytoplankton"
"Status quo",2100,200.5164,"Digenea simplex"
"RCP 2.6",2100,213.8351,"Digenea simplex"
"RCP 4.5",2100,176.4561,"Digenea simplex"
"RCP 8.5",2100,90.36453,"Digenea simplex"
"Status quo",2100,776.8449,"Other algal turf"
"RCP 2.6",2100,771.4538,"Other algal turf"
"RCP 4.5",2100,765.8165,"Other algal turf"
"RCP 8.5",2100,528.7383,"Other algal turf"
"Status quo",2100,0.02941924,"Sea birds"
"RCP 2.6",2100,0.03974244,"Sea birds"
"RCP 4.5",2100,0.01739258,"Sea birds"
"RCP 8.5",2100,7.747544e-16,"Sea birds"
"Status quo",2100,0.08631431,"Turtles"
"RCP 2.6",2100,0.06803515,"Turtles"
"RCP 4.5",2100,0.03110354,"Turtles"
"RCP 8.5",2100,7.828081e-05,"Turtles"
"Status quo",2100,0.1896828,"Cephalopoda"
"RCP 2.6",2100,0.2277211,"Cephalopoda"
"RCP 4.5",2100,0.05640145,"Cephalopoda"
"RCP 8.5",2100,0.1057107,"Cephalopoda"
"Status quo",2100,4.982338,"Panulirus spp."
"RCP 2.6",2100,1.734807,"Panulirus spp."
"RCP 4.5",2100,0.4120094,"Panulirus spp."
"RCP 8.5",2100,5.232365e-16,"Panulirus spp."
"Status quo",2100,14.87862,"Benthic macroinvertebrates"
"RCP 2.6",2100,16.85754,"Benthic macroinvertebrates"
"RCP 4.5",2100,19.99683,"Benthic macroinvertebrates"
"RCP 8.5",2100,8.380219,"Benthic macroinvertebrates"
"Status quo",2100,30.01081,"Benthic microinvertebrates"
"RCP 2.6",2100,25.86003,"Benthic microinvertebrates"
"RCP 4.5",2100,20.74477,"Benthic microinvertebrates"
"RCP 8.5",2100,0.0008270741,"Benthic microinvertebrates"
"Status quo",2100,0.6461096,"Siderastrea stellata"
"RCP 2.6",2100,0.6011493,"Siderastrea stellata"
"RCP 4.5",2100,0.33378,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2225499,"Zooplankton"
"RCP 2.6",2100,0.2226867,"Zooplankton"
"RCP 4.5",2100,0.3603084,"Zooplankton"
"RCP 8.5",2100,0.7338873,"Zooplankton"
"Status quo",2100,0.1184449,"Phytoplankton"
"RCP 2.6",2100,0.1182355,"Phytoplankton"
"RCP 4.5",2100,0.09865606,"Phytoplankton"
"RCP 8.5",2100,0.04342259,"Phytoplankton"
"Status quo",2100,204.7911,"Digenea simplex"
"RCP 2.6",2100,208.3657,"Digenea simplex"
"RCP 4.5",2100,182.3053,"Digenea simplex"
"RCP 8.5",2100,94.38776,"Digenea simplex"
"Status quo",2100,840.6406,"Other algal turf"
"RCP 2.6",2100,788.8536,"Other algal turf"
"RCP 4.5",2100,758.2703,"Other algal turf"
"RCP 8.5",2100,488.9484,"Other algal turf"
"Status quo",2100,0.01706387,"Sea birds"
"RCP 2.6",2100,0.03761131,"Sea birds"
"RCP 4.5",2100,0.02930491,"Sea birds"
"RCP 8.5",2100,0.003779841,"Sea birds"
"Status quo",2100,0.07789955,"Turtles"
"RCP 2.6",2100,0.06316187,"Turtles"
"RCP 4.5",2100,0.04386307,"Turtles"
"RCP 8.5",2100,0.000361968,"Turtles"
"Status quo",2100,0.2080185,"Cephalopoda"
"RCP 2.6",2100,0.1387505,"Cephalopoda"
"RCP 4.5",2100,0.1001249,"Cephalopoda"
"RCP 8.5",2100,1e-20,"Cephalopoda"
"Status quo",2100,4.737846,"Panulirus spp."
"RCP 2.6",2100,0.7741103,"Panulirus spp."
"RCP 4.5",2100,0.5356415,"Panulirus spp."
"RCP 8.5",2100,1.047547e-17,"Panulirus spp."
"Status quo",2100,18.5116,"Benthic macroinvertebrates"
"RCP 2.6",2100,13.36744,"Benthic macroinvertebrates"
"RCP 4.5",2100,13.39746,"Benthic macroinvertebrates"
"RCP 8.5",2100,9.608972,"Benthic macroinvertebrates"
"Status quo",2100,32.42842,"Benthic microinvertebrates"
"RCP 2.6",2100,18.85669,"Benthic microinvertebrates"
"RCP 4.5",2100,16.31455,"Benthic microinvertebrates"
"RCP 8.5",2100,2.757518,"Benthic microinvertebrates"
"Status quo",2100,0.7282357,"Siderastrea stellata"
"RCP 2.6",2100,0.6951461,"Siderastrea stellata"
"RCP 4.5",2100,0.3217124,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2522291,"Zooplankton"
"RCP 2.6",2100,0.282413,"Zooplankton"
"RCP 4.5",2100,0.3447974,"Zooplankton"
"RCP 8.5",2100,0.385391,"Zooplankton"
"Status quo",2100,0.1246743,"Phytoplankton"
"RCP 2.6",2100,0.1191077,"Phytoplankton"
"RCP 4.5",2100,0.1109561,"Phytoplankton"
"RCP 8.5",2100,0.05541439,"Phytoplankton"
"Status quo",2100,211.6221,"Digenea simplex"
"RCP 2.6",2100,200.7845,"Digenea simplex"
"RCP 4.5",2100,202.1992,"Digenea simplex"
"RCP 8.5",2100,95.20428,"Digenea simplex"
"Status quo",2100,770.1295,"Other algal turf"
"RCP 2.6",2100,786.6279,"Other algal turf"
"RCP 4.5",2100,788.821,"Other algal turf"
"RCP 8.5",2100,470.4125,"Other algal turf"
"Status quo",2100,0.03715247,"Sea birds"
"RCP 2.6",2100,0.04194158,"Sea birds"
"RCP 4.5",2100,0.03631841,"Sea birds"
"RCP 8.5",2100,0.0003806883,"Sea birds"
"Status quo",2100,0.08089847,"Turtles"
"RCP 2.6",2100,0.08008754,"Turtles"
"RCP 4.5",2100,0.03997331,"Turtles"
"RCP 8.5",2100,0.0001838858,"Turtles"
"Status quo",2100,0.3641904,"Cephalopoda"
"RCP 2.6",2100,0.2566044,"Cephalopoda"
"RCP 4.5",2100,0.2001047,"Cephalopoda"
"RCP 8.5",2100,0.1228059,"Cephalopoda"
"Status quo",2100,2.557547,"Panulirus spp."
"RCP 2.6",2100,3.694225,"Panulirus spp."
"RCP 4.5",2100,0.2388964,"Panulirus spp."
"RCP 8.5",2100,5.764003e-07,"Panulirus spp."
"Status quo",2100,14.88274,"Benthic macroinvertebrates"
"RCP 2.6",2100,20.77585,"Benthic macroinvertebrates"
"RCP 4.5",2100,13.49509,"Benthic macroinvertebrates"
"RCP 8.5",2100,1.747976,"Benthic macroinvertebrates"
"Status quo",2100,25.54273,"Benthic microinvertebrates"
"RCP 2.6",2100,26.25804,"Benthic microinvertebrates"
"RCP 4.5",2100,23.46758,"Benthic microinvertebrates"
"RCP 8.5",2100,10.06302,"Benthic microinvertebrates"
"Status quo",2100,0.7569057,"Siderastrea stellata"
"RCP 2.6",2100,0.7086261,"Siderastrea stellata"
"RCP 4.5",2100,0.2689447,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2618646,"Zooplankton"
"RCP 2.6",2100,0.1876034,"Zooplankton"
"RCP 4.5",2100,0.3479513,"Zooplankton"
"RCP 8.5",2100,0.4774827,"Zooplankton"
"Status quo",2100,0.1213081,"Phytoplankton"
"RCP 2.6",2100,0.1181303,"Phytoplankton"
"RCP 4.5",2100,0.09572162,"Phytoplankton"
"RCP 8.5",2100,0.04652277,"Phytoplankton"
"Status quo",2100,199.5117,"Digenea simplex"
"RCP 2.6",2100,206.5565,"Digenea simplex"
"RCP 4.5",2100,183.2282,"Digenea simplex"
"RCP 8.5",2100,98.54007,"Digenea simplex"
"Status quo",2100,818.8653,"Other algal turf"
"RCP 2.6",2100,805.0808,"Other algal turf"
"RCP 4.5",2100,776.6776,"Other algal turf"
"RCP 8.5",2100,544.929,"Other algal turf"
"Status quo",2100,0.01892876,"Sea birds"
"RCP 2.6",2100,0.04703046,"Sea birds"
"RCP 4.5",2100,0.03483963,"Sea birds"
"RCP 8.5",2100,0.0004604811,"Sea birds"
"Status quo",2100,0.07683199,"Turtles"
"RCP 2.6",2100,0.06973483,"Turtles"
"RCP 4.5",2100,0.03596924,"Turtles"
"RCP 8.5",2100,0.0001632745,"Turtles"
"Status quo",2100,0.2244296,"Cephalopoda"
"RCP 2.6",2100,0.362992,"Cephalopoda"
"RCP 4.5",2100,0.09927484,"Cephalopoda"
"RCP 8.5",2100,0.2164084,"Cephalopoda"
"Status quo",2100,5.19262,"Panulirus spp."
"RCP 2.6",2100,1.291802,"Panulirus spp."
"RCP 4.5",2100,1.517418,"Panulirus spp."
"RCP 8.5",2100,5.704161e-12,"Panulirus spp."
"Status quo",2100,16.5344,"Benthic macroinvertebrates"
"RCP 2.6",2100,15.50478,"Benthic macroinvertebrates"
"RCP 4.5",2100,12.65129,"Benthic macroinvertebrates"
"RCP 8.5",2100,8.428853,"Benthic macroinvertebrates"
"Status quo",2100,24.25911,"Benthic microinvertebrates"
"RCP 2.6",2100,22.92728,"Benthic microinvertebrates"
"RCP 4.5",2100,18.95032,"Benthic microinvertebrates"
"RCP 8.5",2100,0.08460832,"Benthic microinvertebrates"
"Status quo",2100,0.7019091,"Siderastrea stellata"
"RCP 2.6",2100,0.6112763,"Siderastrea stellata"
"RCP 4.5",2100,0.3240151,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.1826038,"Zooplankton"
"RCP 2.6",2100,0.2647047,"Zooplankton"
"RCP 4.5",2100,0.3382636,"Zooplankton"
"RCP 8.5",2100,0.4925253,"Zooplankton"
"Status quo",2100,0.1252327,"Phytoplankton"
"RCP 2.6",2100,0.1267372,"Phytoplankton"
"RCP 4.5",2100,0.09484795,"Phytoplankton"
"RCP 8.5",2100,0.04519759,"Phytoplankton"
"Status quo",2100,206.7617,"Digenea simplex"
"RCP 2.6",2100,192.325,"Digenea simplex"
"RCP 4.5",2100,191.1661,"Digenea simplex"
"RCP 8.5",2100,95.56112,"Digenea simplex"
"Status quo",2100,746.3911,"Other algal turf"
"RCP 2.6",2100,833.6979,"Other algal turf"
"RCP 4.5",2100,758.5021,"Other algal turf"
"RCP 8.5",2100,547.4804,"Other algal turf"
"Status quo",2100,0.01898694,"Sea birds"
"RCP 2.6",2100,0.01823712,"Sea birds"
"RCP 4.5",2100,0.02496049,"Sea birds"
"RCP 8.5",2100,0.004758899,"Sea birds"
"Status quo",2100,0.07235604,"Turtles"
"RCP 2.6",2100,0.07030074,"Turtles"
"RCP 4.5",2100,0.03898114,"Turtles"
"RCP 8.5",2100,0.0001545308,"Turtles"
"Status quo",2100,0.2200733,"Cephalopoda"
"RCP 2.6",2100,0.229347,"Cephalopoda"
"RCP 4.5",2100,0.1094311,"Cephalopoda"
"RCP 8.5",2100,2.943254e-05,"Cephalopoda"
"Status quo",2100,2.630033,"Panulirus spp."
"RCP 2.6",2100,2.565107,"Panulirus spp."
"RCP 4.5",2100,0.3794465,"Panulirus spp."
"RCP 8.5",2100,3.56369e-10,"Panulirus spp."
"Status quo",2100,12.03262,"Benthic macroinvertebrates"
"RCP 2.6",2100,17.40552,"Benthic macroinvertebrates"
"RCP 4.5",2100,11.56514,"Benthic macroinvertebrates"
"RCP 8.5",2100,2.347958,"Benthic macroinvertebrates"
"Status quo",2100,21.14466,"Benthic microinvertebrates"
"RCP 2.6",2100,24.04013,"Benthic microinvertebrates"
"RCP 4.5",2100,16.84827,"Benthic microinvertebrates"
"RCP 8.5",2100,9.251445,"Benthic microinvertebrates"
"Status quo",2100,0.7818217,"Siderastrea stellata"
"RCP 2.6",2100,0.6264399,"Siderastrea stellata"
"RCP 4.5",2100,0.3887229,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2690033,"Zooplankton"
"RCP 2.6",2100,0.2276444,"Zooplankton"
"RCP 4.5",2100,0.2823276,"Zooplankton"
"RCP 8.5",2100,0.3590279,"Zooplankton"
"Status quo",2100,0.1221016,"Phytoplankton"
"RCP 2.6",2100,0.1123455,"Phytoplankton"
"RCP 4.5",2100,0.09701551,"Phytoplankton"
"RCP 8.5",2100,0.05362,"Phytoplankton"
"Status quo",2100,222.9987,"Digenea simplex"
"RCP 2.6",2100,199.8343,"Digenea simplex"
"RCP 4.5",2100,185.9779,"Digenea simplex"
"RCP 8.5",2100,92.77814,"Digenea simplex"
"Status quo",2100,778.9805,"Other algal turf"
"RCP 2.6",2100,847.6293,"Other algal turf"
"RCP 4.5",2100,740.7692,"Other algal turf"
"RCP 8.5",2100,481.2974,"Other algal turf"
"Status quo",2100,0.03010067,"Sea birds"
"RCP 2.6",2100,0.02867889,"Sea birds"
"RCP 4.5",2100,0.01756692,"Sea birds"
"RCP 8.5",2100,3.165484e-11,"Sea birds"
"Status quo",2100,0.08545945,"Turtles"
"RCP 2.6",2100,0.06605648,"Turtles"
"RCP 4.5",2100,0.04088214,"Turtles"
"RCP 8.5",2100,0.0002070779,"Turtles"
"Status quo",2100,0.1173604,"Cephalopoda"
"RCP 2.6",2100,0.2392394,"Cephalopoda"
"RCP 4.5",2100,0.1706447,"Cephalopoda"
"RCP 8.5",2100,0.05941226,"Cephalopoda"
"Status quo",2100,3.044912,"Panulirus spp."
"RCP 2.6",2100,2.134783,"Panulirus spp."
"RCP 4.5",2100,0.6628836,"Panulirus spp."
"RCP 8.5",2100,2.180186e-11,"Panulirus spp."
"Status quo",2100,13.94656,"Benthic macroinvertebrates"
"RCP 2.6",2100,19.9968,"Benthic macroinvertebrates"
"RCP 4.5",2100,15.99645,"Benthic macroinvertebrates"
"RCP 8.5",2100,6.115753,"Benthic macroinvertebrates"
"Status quo",2100,18.80893,"Benthic microinvertebrates"
"RCP 2.6",2100,25.1753,"Benthic microinvertebrates"
"RCP 4.5",2100,21.73945,"Benthic microinvertebrates"
"RCP 8.5",2100,2.786551,"Benthic microinvertebrates"
"Status quo",2100,0.7917237,"Siderastrea stellata"
"RCP 2.6",2100,0.6331038,"Siderastrea stellata"
"RCP 4.5",2100,0.3307261,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2594912,"Zooplankton"
"RCP 2.6",2100,0.2563564,"Zooplankton"
"RCP 4.5",2100,0.3507881,"Zooplankton"
"RCP 8.5",2100,0.4709586,"Zooplankton"
"Status quo",2100,0.1227147,"Phytoplankton"
"RCP 2.6",2100,0.1199712,"Phytoplankton"
"RCP 4.5",2100,0.09087789,"Phytoplankton"
"RCP 8.5",2100,0.04718058,"Phytoplankton"
"Status quo",2100,217.156,"Digenea simplex"
"RCP 2.6",2100,216.9245,"Digenea simplex"
"RCP 4.5",2100,197.3098,"Digenea simplex"
"RCP 8.5",2100,91.56689,"Digenea simplex"
"Status quo",2100,805.1234,"Other algal turf"
"RCP 2.6",2100,823.5048,"Other algal turf"
"RCP 4.5",2100,713.2451,"Other algal turf"
"RCP 8.5",2100,527.6235,"Other algal turf"
"Status quo",2100,0.02164802,"Sea birds"
"RCP 2.6",2100,0.02913917,"Sea birds"
"RCP 4.5",2100,0.04004351,"Sea birds"
"RCP 8.5",2100,0.005977003,"Sea birds"
"Status quo",2100,0.06707329,"Turtles"
"RCP 2.6",2100,0.05999514,"Turtles"
"RCP 4.5",2100,0.04530199,"Turtles"
"RCP 8.5",2100,0.0002929922,"Turtles"
"Status quo",2100,0.2849413,"Cephalopoda"
"RCP 2.6",2100,0.2080819,"Cephalopoda"
"RCP 4.5",2100,0.1009631,"Cephalopoda"
"RCP 8.5",2100,2.117473e-19,"Cephalopoda"
"Status quo",2100,4.885422,"Panulirus spp."
"RCP 2.6",2100,2.273354,"Panulirus spp."
"RCP 4.5",2100,0.380192,"Panulirus spp."
"RCP 8.5",2100,1.981576e-09,"Panulirus spp."
"Status quo",2100,12.99467,"Benthic macroinvertebrates"
"RCP 2.6",2100,18.15362,"Benthic macroinvertebrates"
"RCP 4.5",2100,13.43923,"Benthic macroinvertebrates"
"RCP 8.5",2100,3.272276,"Benthic macroinvertebrates"
"Status quo",2100,30.54228,"Benthic microinvertebrates"
"RCP 2.6",2100,24.10199,"Benthic microinvertebrates"
"RCP 4.5",2100,14.76891,"Benthic microinvertebrates"
"RCP 8.5",2100,17.38165,"Benthic microinvertebrates"
"Status quo",2100,0.8478637,"Siderastrea stellata"
"RCP 2.6",2100,0.6349162,"Siderastrea stellata"
"RCP 4.5",2100,0.3178531,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2979409,"Zooplankton"
"RCP 2.6",2100,0.2885197,"Zooplankton"
"RCP 4.5",2100,0.2719366,"Zooplankton"
"RCP 8.5",2100,0.4206883,"Zooplankton"
"Status quo",2100,0.1104218,"Phytoplankton"
"RCP 2.6",2100,0.1182243,"Phytoplankton"
"RCP 4.5",2100,0.1061551,"Phytoplankton"
"RCP 8.5",2100,0.04542628,"Phytoplankton"
"Status quo",2100,217.1301,"Digenea simplex"
"RCP 2.6",2100,213.9008,"Digenea simplex"
"RCP 4.5",2100,189.5345,"Digenea simplex"
"RCP 8.5",2100,92.17023,"Digenea simplex"
"Status quo",2100,786.7861,"Other algal turf"
"RCP 2.6",2100,809.7388,"Other algal turf"
"RCP 4.5",2100,787.8885,"Other algal turf"
"RCP 8.5",2100,480.4796,"Other algal turf"
"Status quo",2100,0.03507141,"Sea birds"
"RCP 2.6",2100,0.03423259,"Sea birds"
"RCP 4.5",2100,0.02150869,"Sea birds"
"RCP 8.5",2100,0.002545391,"Sea birds"
"Status quo",2100,0.07844723,"Turtles"
"RCP 2.6",2100,0.06320714,"Turtles"
"RCP 4.5",2100,0.04130236,"Turtles"
"RCP 8.5",2100,0.0004993022,"Turtles"
"Status quo",2100,0.2644732,"Cephalopoda"
"RCP 2.6",2100,0.324437,"Cephalopoda"
"RCP 4.5",2100,0.06425457,"Cephalopoda"
"RCP 8.5",2100,4.263604e-11,"Cephalopoda"
"Status quo",2100,4.766773,"Panulirus spp."
"RCP 2.6",2100,0.4328866,"Panulirus spp."
"RCP 4.5",2100,0.3618854,"Panulirus spp."
"RCP 8.5",2100,2.54572e-15,"Panulirus spp."
"Status quo",2100,17.08395,"Benthic macroinvertebrates"
"RCP 2.6",2100,16.9857,"Benthic macroinvertebrates"
"RCP 4.5",2100,14.58037,"Benthic macroinvertebrates"
"RCP 8.5",2100,12.28905,"Benthic macroinvertebrates"
"Status quo",2100,22.78221,"Benthic microinvertebrates"
"RCP 2.6",2100,31.23648,"Benthic microinvertebrates"
"RCP 4.5",2100,20.44846,"Benthic microinvertebrates"
"RCP 8.5",2100,0.1365787,"Benthic microinvertebrates"
"Status quo",2100,0.668777,"Siderastrea stellata"
"RCP 2.6",2100,0.6569628,"Siderastrea stellata"
"RCP 4.5",2100,0.2441121,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.1970224,"Zooplankton"
"RCP 2.6",2100,0.2959093,"Zooplankton"
"RCP 4.5",2100,0.3124422,"Zooplankton"
"RCP 8.5",2100,0.4930561,"Zooplankton"
"Status quo",2100,0.1173986,"Phytoplankton"
"RCP 2.6",2100,0.1135618,"Phytoplankton"
"RCP 4.5",2100,0.0976091,"Phytoplankton"
"RCP 8.5",2100,0.04522151,"Phytoplankton"
"Status quo",2100,215.6663,"Digenea simplex"
"RCP 2.6",2100,213.1065,"Digenea simplex"
"RCP 4.5",2100,183.3362,"Digenea simplex"
"RCP 8.5",2100,92.60101,"Digenea simplex"
"Status quo",2100,789.6572,"Other algal turf"
"RCP 2.6",2100,769.1561,"Other algal turf"
"RCP 4.5",2100,785.7478,"Other algal turf"
"RCP 8.5",2100,490.1476,"Other algal turf"
"Status quo",2100,0.02333024,"Sea birds"
"RCP 2.6",2100,0.03224289,"Sea birds"
"RCP 4.5",2100,0.02629862,"Sea birds"
"RCP 8.5",2100,0.001985687,"Sea birds"
"Status quo",2100,0.08052702,"Turtles"
"RCP 2.6",2100,0.05814894,"Turtles"
"RCP 4.5",2100,0.03052904,"Turtles"
"RCP 8.5",2100,0.000644706,"Turtles"
"Status quo",2100,0.1598358,"Cephalopoda"
"RCP 2.6",2100,0.1662356,"Cephalopoda"
"RCP 4.5",2100,0.1366471,"Cephalopoda"
"RCP 8.5",2100,0.2870227,"Cephalopoda"
"Status quo",2100,4.753926,"Panulirus spp."
"RCP 2.6",2100,0.8113518,"Panulirus spp."
"RCP 4.5",2100,0.8835859,"Panulirus spp."
"RCP 8.5",2100,5.929092e-13,"Panulirus spp."
"Status quo",2100,17.48623,"Benthic macroinvertebrates"
"RCP 2.6",2100,15.53107,"Benthic macroinvertebrates"
"RCP 4.5",2100,13.28285,"Benthic macroinvertebrates"
"RCP 8.5",2100,1.849846,"Benthic macroinvertebrates"
"Status quo",2100,24.58224,"Benthic microinvertebrates"
"RCP 2.6",2100,20.83979,"Benthic microinvertebrates"
"RCP 4.5",2100,16.59588,"Benthic microinvertebrates"
"RCP 8.5",2100,8.789593,"Benthic microinvertebrates"
"Status quo",2100,0.7340474,"Siderastrea stellata"
"RCP 2.6",2100,0.726424,"Siderastrea stellata"
"RCP 4.5",2100,0.3318366,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2470989,"Zooplankton"
"RCP 2.6",2100,0.261114,"Zooplankton"
"RCP 4.5",2100,0.2953538,"Zooplankton"
"RCP 8.5",2100,0.3503527,"Zooplankton"
"Status quo",2100,0.1117983,"Phytoplankton"
"RCP 2.6",2100,0.1183405,"Phytoplankton"
"RCP 4.5",2100,0.09447799,"Phytoplankton"
"RCP 8.5",2100,0.0494455,"Phytoplankton"
"Status quo",2100,219.0308,"Digenea simplex"
"RCP 2.6",2100,206.8763,"Digenea simplex"
"RCP 4.5",2100,200.325,"Digenea simplex"
"RCP 8.5",2100,88.4565,"Digenea simplex"
"Status quo",2100,827.2949,"Other algal turf"
"RCP 2.6",2100,737.8312,"Other algal turf"
"RCP 4.5",2100,774.4752,"Other algal turf"
"RCP 8.5",2100,482.9673,"Other algal turf"
"Status quo",2100,0.02299547,"Sea birds"
"RCP 2.6",2100,0.03012176,"Sea birds"
"RCP 4.5",2100,0.03058361,"Sea birds"
"RCP 8.5",2100,0.007198851,"Sea birds"
"Status quo",2100,0.07731874,"Turtles"
"RCP 2.6",2100,0.06764133,"Turtles"
"RCP 4.5",2100,0.03338739,"Turtles"
"RCP 8.5",2100,0.001493075,"Turtles"
"Status quo",2100,0.2432374,"Cephalopoda"
"RCP 2.6",2100,0.1479731,"Cephalopoda"
"RCP 4.5",2100,0.05114962,"Cephalopoda"
"RCP 8.5",2100,0.1245002,"Cephalopoda"
"Status quo",2100,3.911926,"Panulirus spp."
"RCP 2.6",2100,2.078675,"Panulirus spp."
"RCP 4.5",2100,0.1461363,"Panulirus spp."
"RCP 8.5",2100,1.078567e-14,"Panulirus spp."
"Status quo",2100,18.9221,"Benthic macroinvertebrates"
"RCP 2.6",2100,13.41039,"Benthic macroinvertebrates"
"RCP 4.5",2100,16.55387,"Benthic macroinvertebrates"
"RCP 8.5",2100,9.057172,"Benthic macroinvertebrates"
"Status quo",2100,28.83923,"Benthic microinvertebrates"
"RCP 2.6",2100,26.89376,"Benthic microinvertebrates"
"RCP 4.5",2100,20.36705,"Benthic microinvertebrates"
"RCP 8.5",2100,9.50825,"Benthic microinvertebrates"
"Status quo",2100,0.7062456,"Siderastrea stellata"
"RCP 2.6",2100,0.6078475,"Siderastrea stellata"
"RCP 4.5",2100,0.299198,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2507823,"Zooplankton"
"RCP 2.6",2100,0.3066648,"Zooplankton"
"RCP 4.5",2100,0.3175467,"Zooplankton"
"RCP 8.5",2100,0.4381549,"Zooplankton"
"Status quo",2100,0.1115593,"Phytoplankton"
"RCP 2.6",2100,0.1241247,"Phytoplankton"
"RCP 4.5",2100,0.1119077,"Phytoplankton"
"RCP 8.5",2100,0.04548076,"Phytoplankton"
"Status quo",2100,211.5878,"Digenea simplex"
"RCP 2.6",2100,202.3706,"Digenea simplex"
"RCP 4.5",2100,196.4379,"Digenea simplex"
"RCP 8.5",2100,97.96838,"Digenea simplex"
"Status quo",2100,810.2482,"Other algal turf"
"RCP 2.6",2100,786.3559,"Other algal turf"
"RCP 4.5",2100,699.9626,"Other algal turf"
"RCP 8.5",2100,493.1602,"Other algal turf"
"Status quo",2100,0.02431714,"Sea birds"
"RCP 2.6",2100,0.02425774,"Sea birds"
"RCP 4.5",2100,0.01943059,"Sea birds"
"RCP 8.5",2100,0.000435289,"Sea birds"
"Status quo",2100,0.06476665,"Turtles"
"RCP 2.6",2100,0.06711738,"Turtles"
"RCP 4.5",2100,0.04480587,"Turtles"
